# CSV-File created with merge-csv.com
# -----------------------------------------------------------

News_Headline,News Url,Image Url,image_name,Class
മുതിര്‍ന്ന പൗരന്മാർക്ക് കൊവിഡ് വാക്സിനേഷൻ; ഡ്രഗ് അതോറിറ്റിയുടെ പേരിൽ വരുന്ന ഫോൺകോളുകൾ,https://malayalam.samayam.com/latest-news/fact-check/fake-alert-fraudsters-calling-up-senior-citizens-for-covid-19-vaccines/articleshow/80433136.cms,https://malayalam.samayam.com/thumb/80433136/fake-alert-fraudsters-calling-up-senior-citizens-for-covid-19-vaccines-80433136.jpg?imgsize=523004&width=700&height=525&resizemode=75,image607.png,0
"പ്രധാനമന്ത്രിക്ക് കേരളത്തിന്റെ ഓണക്കോടി; ഇളം പച്ചയും പിങ്കും ചന്ദനനിറവും ചേർന്ന കുർത്ത, ഒരുങ്ങുന്നത് കണ്ണൂരിൽ",https://www.asianetnews.com/kerala-news/onakkodi-to-prime-minister-modi-from-kannur-sts-ryyckn,https://static-ai.asianetnews.com/images/01h74hrvsd99y1v54y3c9rmenv/collage-maker-06-aug-2023-09-59-am-3641_254x142xt.jpg,image1807.png,1
ഉമ്മൻചാണ്ടിയുടെ മകന് പിന്തുണയുമായി ചലച്ചിത്ര താരം  മമ്മൂട്ടി പ്രചാരണ രംഗത്ത് വരുന്നു ,https://www.malayalam.factcrescendo.com/mammootty-is-not-campaigning-for-chandy-oommeen-in-puthuppaaly/,https://www.malayalam.factcrescendo.com/wp-content/uploads/2023/08/image-22.png,image906.png,0
"വിജയൻ : ഇനിമുതൽ ആജീവനാന്തം എന്റെ പ്രൊഫൈൽ പിക് ദേശീയ പതാക ആയിരിക്കും.അച്ഛൻ : അങ്ങനെ ജീവിതകാലം മുഴുവൻ വേണമെന്നില്ല, വേണമെങ്കിൽ അടുത്ത സ്വാതന്ത്യ്ര ദിനം ആകുമ്പോ ഇട്ടോ അത് കഴിയുമ്പോ മാറ്റുകയും ചെയ്യാല്ലോ.വിജയൻ : ഓ സീസണൽ ദേശ സ്നേഹം…നിങ്ങളുടെ ഒക്കെ ദേശ സ്നേഹം എനിക്ക് മനസ്സിലാകുന്നില്ല അച്ഛാ...",https://www.facebook.com/maydayhub/photos/pb.100067516081858.-2207520000./1542514102635406/?type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.18169-9/10576964_1542514102635406_286719558081044344_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=9267fe&_nc_ohc=zlfKAgpjzmYAX95OJY2&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfB-ABRQqXzDoULBZnO9EobsapFy5eUSjFoAXmN1VrWfhw&oe=65068E3D,image245.png,0
ഇനിയെന്താ ചെയ്ക …,https://www.facebook.com/photo.php?fbid=2375022045862918&set=pb.100000654369095.-2207520000.&type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/59295499_2375022052529584_1165032577942159360_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=730e14&_nc_ohc=TOUlT5kfwfUAX_85w6a&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfDX2x8a8FXTw8jyvhdmDw7tKH4HHWC7SIAgUELFM1w9mQ&oe=6509EF71,image1148.png,0
ഡല്‍ഹിയില്‍ നടക്കുന്ന കര്‍ഷക സമരത്തില്‍ പോലീസ് നടപടിയില്‍ പരിക്കേറ്റ ഒരു കര്‍ഷകന്‍റെ ചിത്രം,https://www.malayalam.factcrescendo.com/old-and-unrelated-photo-shared-in-context-of-recent-farmer-protest/,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/142645981_416183949648553_9216489795795631988_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=106&ccb=1-7&_nc_sid=8bfeb9&_nc_ohc=d9o2XF7EnUkAX-fmgys&_nc_oc=AQnYB4DHwTHIm-MmAsA4haHLKM5x-93SlQBxkSnST-Ka5zvT-w9vQdb2jglv1TM8hLY&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfDeB_Yx-cYTBcseOJK2aTPorersUP0qVAOAly9MZaoRKA&oe=65086E63,image927.png,0
'അന്തരിച്ച എംഎൽഎയുടെ മകന് ഉപതെരഞ്ഞെടുപ്പിൽ സീറ്റ്'; സിപിഎമ്മിനെതിരെ തിരിച്ചടിച്ച് ഷാഫി പറമ്പിൽ,https://www.asianetnews.com/kerala-news/late-mlas-son-gets-seat-in-by-elections-shafi-parampil-mocking-cpm-ppp-rzfc0w,https://static-ai.asianetnews.com/images/01h7w54qe2zwt2ajqawn41x7zt/shafi-parambil_254x142xt.jpg,image1665.png,1
"രാഷ്ട്രീയക്കാരനല്ല, പക്ഷേ ഇനി പറയാതിരിക്കാനാകില്ല! പിതാവിന്‍റെ പ്രായം, ജെയ്കിൻ്റെ സ്വത്ത്; മറുപടിയുമായി സഹോദരൻ",https://www.asianetnews.com/kerala-news/jaik-c-thomas-assets-and-father-age-allegations-brother-response-puthuppally-byelection-2023-latets-news-asd-rzlc2f,https://static-ai.asianetnews.com/images/01h84g7w0kgk5hmtnevjhcrb7j/jaik-brother_254x142xt.jpg,image1600.png,1
"28 കേസുകളിൽ
പ്രതിയാണ് സരിത എസ് നായർ …",https://www.facebook.com/photo/?fbid=2332667523431704&set=pb.100000654369095.-2207520000.,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/55860908_2332667530098370_7182867429968576512_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_ohc=GikJBpgfpX4AX-IOmuw&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfAo5wv9Uj7VnXT_nQ7-dt4H4JpDOI-M3OeZtI9QEmPRLw&oe=6509E77C,image1152.png,0
സൈനികരുടെ ത്യാഗം രാഷ്ട്രീയവത്കരിക്കരുതെന്ന സന്ദേശത്തോടൊപ്പം പ്രചരിക്കുന്ന വീഡിയോയിലെ സ്ത്രീ വിങ് കമാൻഡര്‍ അഭിനന്ദൻ വര്‍ത്തമാന്‍റെ ഭാര്യ,https://malayalam.samayam.com/latest-news/fact-check/the-women-in-viral-video-requesting-not-to-politicize-the-sacrifice-of-soldiers-is-not-wife-of-wc-abhinandan/articleshow/68217224.cms,https://malayalam.samayam.com/thumb/68217360/master-39-68217360.jpg?imgsize=179127&width=700&height=525&resizemode=75,image814.png,0
പുതുപ്പള്ളിയിലേക്ക് രാഹുലിൻ്റെ സർപ്രൈസ് എൻട്രി ഉണ്ടാകുമോ? ആകാംക്ഷയോടെ കോണ്‍ഗ്രസ് പ്രവര്‍ത്തകര്‍,https://www.asianetnews.com/kerala-news/will-rahul-gandhi-make-a-surprise-entry-to-puthuppaly-comgress-workers-await-rzb70f,https://static-ai.asianetnews.com/images/01h7pdbyv5n629w2ttq1ejdcc0/collage-maker-13-aug-2023-08-29-am-160_254x142xt.jpg,image1696.png,1
വാട്സാപ്പിൽ പുതിയ പ്രശ്നം; 'ലാസ്റ്റ് സീൻ' സെറ്റിങ്സ് സ്വയം മാറുന്നതായി പരാതി,https://malayalam.news18.com/news/money/tech-users-complaint-on-whatsapp-settings-changed-for-last-seen-ar-250543.html,"https://images.news18.com/malayalam/uploads/2018/09/whatsapp-2.jpg?im=Resize,width=540,aspect=fit,type=normal",image380.png,1
താമിർ ജിഫ്രി കസ്റ്റഡി മരണം: കടുപ്പിച്ച് പ്രതിപക്ഷം; അർഹമായ ശിക്ഷ ഉറപ്പാക്കുമെന്ന് മുഖ്യമന്ത്രി,https://www.asianetnews.com/kerala-news/tanur-custody-murder-assembly-discussion-pinarayi-vijayan-vd-satheesan-kgn-rz5w6x,https://static-ai.asianetnews.com/images/01h7f10nx4qsa6rdppxkf32cw2/sabha_254x142xt.jpg,image1726.png,1
കേരളത്തിലെ മാമാ മാധ്യമങ്ങൾ മുക്കിയത് മുഴുവൻ തമിഴ് പത്രങ്ങൾ പൊക്കുന്നു...,https://www.facebook.com/thonnyaashramam/photos/pb.100069090676565.-2207520000./1108484479314334/?type=3,https://scontent-bom1-2.xx.fbcdn.net/v/t1.6435-9/44184031_1108484482647667_8584574107742371840_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=9267fe&_nc_ohc=UmS6HinbyTwAX_F8MR0&_nc_ht=scontent-bom1-2.xx&oh=00_AfDnt9P9ieEW8r76rkmoG_-wC1DawzOZXuzsSHX6ug_2Lw&oe=6506935A,image250.png,0
ഇത്തവണയും ഡി കാപ്രിയോക്ക് ഓസ്കാര്‍ ഇല്ല,https://www.facebook.com/ManjaPathramOnline/photos/pb.100071359653735.-2207520000./739382769447127/?type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.18169-9/1891261_739382769447127_1427134359_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=9267fe&_nc_ohc=MN4ZtHtLdo8AX8FqFF1&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfAe7UTrGT46TO0_I48dtxr8kvC0gLrdijiKlcJMpF5NLQ&oe=650BE1D3,image283.png,0
ഷുക്കൂര്‍ വധക്കേസ്: പി. ജയരാജനും ടി.വി. രാജേഷിനും എതിരെ തെളിവുണ്ടെന്നു ഷുക്കൂറിന്റെ മാതാവ്,https://www.manoramaonline.com/news/latest-news/2023/08/21/ariyil-shukoor-s-mother-against-p-jayarajan-tv-rajesh.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/7/14/ariyil-abdul-shukur-p-jayarajan-and-tv-rajesh.jpg.image.396.206.jpg,image1493.png,1
പുതിയ കൊവിഡ് വേരിയന്റ് നേരത്തെ പ്രവചിക്കപ്പെട്ടിരുന്നോ? 'ദ ഒമിക്രോൺ വേരിയന്റ്',https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-omicron-variant-movie-amid-new-covid-fear/articleshow/88049315.cms,https://malayalam.samayam.com/thumb/88049752/movie-poster-88049752.jpg?imgsize=53710&width=700&height=525&resizemode=75,image557.png,0
കേന്ദ്രസർക്കാരിനെതിരായ വ്യാജ വാര്‍ത്തകള്‍ പരിശോധിക്കാൻ ഫാക്ട് ചെക്കിംഗ് യൂണിറ്റ് രൂപീകരിക്കും: മന്ത്രി രാജീവ് ചന്ദ്രശേഖര്‍,https://malayalam.news18.com/news/india/fact-checking-unit-to-be-formed-to-check-fake-news-against-central-government-says-it-minister-rajeev-chandrasekhar-gh-rv-594580.html,"https://images.news18.com/malayalam/uploads/2023/02/rajeev-chandrasekhar-1-16762710373x2.jpg?im=Resize,width=540,aspect=fit,type=normal",image338.png,1
" ""സ്റ്റാറ്റസിലൂടെ ദിവസേന 500 രൂപ ഉണ്ടാക്കാം...' ",https://malayalam.samayam.com/latest-news/fact-check/viral-message-on-earning-money-from-whatsapp-status-is-a-scam-kerala-police-warns/articleshow/78550594.cms,https://static.langimg.com/thumb/78550689/samayam-malayalam-78550689.jpg?width=680&resizemode=3,image652.png,0
മാസപ്പടി വിവാദത്തിൽ വീണ വിജയനെ ന്യായീകരിച്ച് എംവി ഗോവിന്ദൻ,https://www.asianetnews.com/kerala-news/mv-govindan-cpm-state-secretary-response-on-veena-vijayan-payment-controversy-apn-rz9wlt,https://static-ai.asianetnews.com/images/01gvw04fd5d2rx2y4kw2j95a10/mv_254x142xt.jpg,image1717.png,1
മകളുടെ ബ്ലഡ് ബാഗ് ഉയര്‍ത്തി നില്‍ക്കുന്ന അമ്മയുടെ ചിത്രം യുപിയില്‍ നിന്നുള്ളതോ,https://www.twentyfournews.com/2023/03/21/woman-holds-blood-bag-for-transfusion-as-daughter-sits-on-hospital-floor.html,https://www.twentyfournews.com/wp-content/uploads/2023/03/IMAGE-22-2.jpg,image213.png,0
സ്റ്റേഡിയത്തിനായി സ്ഥലം കണ്ടെത്തി കെസിഎ; നടപടിക്രമം ഉടന്‍ പൂര്‍ത്തിയാകും,https://www.manoramanews.com/news/sports/2023/08/01/own-stadium-for-kerala-cricket-association-at-nedumbassery.html,https://img.manoramanews.com/content/dam/mm/mnews/news/sports/images/2023/8/1/kcastadium-01.jpg.image.260.136.jpg,image1430.png,1
ദുഷ്ടൻമാർ നാട് വാഴുന്നു …,https://www.facebook.com/photo.php?fbid=2895194023845715&set=pb.100000654369095.-2207520000.&type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/82146626_2895194027179048_405595902317690880_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_ohc=tszmP96luv8AX-AH0UA&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfCBtnvptgedYScRJ2uFlMWWPaBXSwD85PF5X6IsTViZ0A&oe=65095375,image1068.png,0
മാമ്പഴം കഴിച്ചശേഷം ശീതളപാനീയങ്ങൾ കുടിക്കുന്നത് മരണകാരണം?...,https://www.manoramaonline.com/fact-check/health/2023/07/05/drinking-cold-drink-after-eating-mangoes-deadly.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/fact-check/images/2023/5/31/mango.jpg.image.845.440.jpg,image303.png,0
ഇരുചക്രവാഹന ഷോറൂമിന് തീപിടിച്ചു; അപകടകാരണം വ്യക്തമല്ല,https://www.manoramanews.com/news/kerala/2023/08/20/kozhikode-two-wheeler-showroom-fire.html,https://img.manoramanews.com/content/dam/mm/mnews/news/kerala/images/2023/8/20/fire.jpg.image.260.136.jpg,image1354.png,1
ഡൽഹിയിൽ വീണ്ടും ലോക്ക് ഡൗൺ ഏർപ്പെടുത്തുന്നുവോ? ,https://malayalam.samayam.com/latest-news/fact-check/is-delhi-going-to-another-lockdown-now-truth-behind-claim/articleshow/81761998.cms,https://malayalam.samayam.com/thumb/81762009/india-lockdown-81762009.jpg?imgsize=513386&width=700&height=525&resizemode=75,image599.png,0
ഇതാണോ പ്രധാന മന്ത്രി. …,https://www.facebook.com/photo.php?fbid=1866497656715362&set=pb.100000654369095.-2207520000.&type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/32263335_1866497660048695_4457973352266465280_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_ohc=vyXEmbRShbAAX85v0cR&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfDC7Lkv2SeFmOtyUvVdj7BKhgQ6zhxP1gabflz7kuWlog&oe=650A06B2,image1175.png,0
"ട്വിറ്ററിൽ ഇനി വേണമെങ്കിൽ പുസ്തകം പ്രസിദ്ധീകരിക്കാം!,  മസ്കിന്റെ  പുതിയ ഐഡിയ",https://www.manoramaonline.com/technology/social-media/2023/07/19/twitter-is-working-on-new-publishing-tools-for-long-form-articles.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/premium/life/2023/04/29/images/2023/4/29/Twitter–CEO–Elon-Musk.jpg.image.396.206.jpg,image445.png,1
ഉമ്മന്‍ചാണ്ടിയുടെ സ്മാരകം അടിച്ചുതകര്‍ത്തു,https://malayalam.indiatoday.in/district-news/story/oommen-chandys-monument-vandalized-at-neyyattinkara-investigation-633143-2023-08-17,https://akm-img-a-in.tosshub.com/lingo/itml/images/story/202308/lucifer_-_2023-08-17t081314.254-sixteen_nine.jpg?size=176:98,image1284.png,1
ഡോ. കെ ശിവന്‍റെ പേരിലും ഐഎസ്ആര്‍ഓയുടെ പേരിലും  ട്വിറ്റര്‍ ഹാൻഡിലുകള്‍,https://malayalam.samayam.com/latest-news/fact-check/isro-clarifies-they-have-only-one-verified-twitter-account-all-others-are-fake/articleshow/71066281.cms,https://static.langimg.com/thumb/71066318/samayam-malayalam-71066318.jpg?width=680&resizemode=3,image851.png,0
വ്യാജ ബോംബ് ഭീഷണി മുഴക്കി യുവതി; നെടുമ്പാശേരിയിൽ വിമാനം പുറപ്പെടാൻ വൈകി,https://malayalam.news18.com/news/crime/young-woman-made-a-fake-bomb-threat-mumbai-flight-in-nedumbassery-skp-617073.html,"https://images.news18.com/malayalam/uploads/2023/08/New-Project-2023-08-01T090030.911-16908606493x2.jpg?im=Resize,width=540,aspect=fit,type=normal",image335.png,0
"ഞങ്ങൾക്ക് ഇതേ അറിയൂ ...
സാങ്കേതിക വിജ്ഞാനം ഇല്ലാത്ത ഞങ്ങളെ
തിരഞ്ഞെടുപ്പിൽ ജയിപ്പിച്ചത് നിങ്ങളല്ലേ ...???
എന്നാ പിന്നെ അനുഭവിച്ചോ …",https://www.facebook.com/photo.php?fbid=4466004483431320&set=pb.100000654369095.-2207520000.&type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t39.30808-6/231360718_4466004486764653_319281382152328462_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_ohc=BPzPHVYu-KsAX9nXfGH&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfBQy-daDDpH3LsbfalbnYpVDSDPyejpBmj7eSxYdKbSuw&oe=64E685BE,image978.png,0
ഇതര സംസ്ഥാന തൊഴിലാളികളെ കുറിച്ച് വ്യാജ വാർത്ത; തമിഴ്നാട്ടിൽ മാധ്യമപ്രവർത്തകരടക്കം നാല് പേർക്കെതിരെ കേസ്,https://malayalam.news18.com/news/india/tamilnadu-police-book-3-cases-for-circulating-fake-news-and-videos-on-bihari-migrant-workers-nj-587039.html,"https://images.news18.com/malayalam/uploads/2023/03/New-Project-3-1-16779223543x2.jpg?im=Resize,width=540,aspect=fit,type=normal",image343.png,1
ഒരു ട്രില്യണ്‍ ലക്ഷ്യത്തിലേക്ക് തമിഴ്നാട്; ആഗോള നിക്ഷേപ സംഗമം ജനുവരിയില്‍,https://www.manoramanews.com/news/india/2023/08/18/tamilnadu-global-investment-summit-in-january.html,https://img.manoramanews.com/content/dam/mm/mnews/news/india/images/2023/8/18/stalin.jpg.image.260.136.jpg,image1321.png,1
ഇന്ത്യ-പാക് പോരാട്ടം കാത്ത് ആരാധകർ; ഹോട്ടൽ മുറികൾ കിട്ടാക്കനി,https://malayalam.indiatoday.in/sports/story/india-pakistan-odi-world-cup-match-2023-will-be-held-ahmedabad-hotel-prices-rises-632508-2023-08-16,https://akm-img-a-in.tosshub.com/lingo/itml/images/story/202308/ind_pak-sixteen_nine.jpg?size=176:98,image1234.png,1
ഇനി അടുത്ത കളി,https://www.facebook.com/photo.php?fbid=998564964216752&set=pb.100021897726401.-2207520000.&type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/187972660_998564967550085_2401164109132506755_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_ohc=qlS2UeJQ2E4AX_FNFmw&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfDOmQAyS4zJ8ELrgfVSHN5Bs_2-ZXMfjvIOY5xWxNNf3Q&oe=65085633,image939.png,0
സമൂഹമാധ്യമങ്ങളില്‍ തരംഗമായി അന്തരിച്ച ദീപക്ക് സാഠെയുടെ ഗാനം,https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-captain-deepak-sathe-singing-video-air-india/articleshow/77435720.cms?story=3,https://static.langimg.com/thumb/77435840/samayam-malayalam-77435840.jpg?width=680&resizemode=3,image704.png,0
കർഷകർക്ക് പിന്തുണ നൽകി ജസ്‌റ്റിൻ ട്രൂഡോ സമരക്കാർക്കൊപ്പം സമയം ചെലവഴിച്ചു,https://malayalam.samayam.com/latest-news/fact-check/canadian-pm-justin-trudeaus-old-photos-shared-social-media-for-farmers-protest-in-delhi/articleshow/79612176.cms,https://pbs.twimg.com/media/EoNHqYWUUAEpw8-?format=jpg&name=small,image619.png,0
ഹാഥ്രസ് പെൺകുട്ടിയുടെ സംസ്‌കാരം യോഗി തത്സമയം കണ്ടോ,https://malayalam.samayam.com/latest-news/fact-check/hathras-incident-related-up-cm-yogi-adityanath-fake-photo-on-social-media/articleshow/78497745.cms,https://malayalam.samayam.com/thumb/78497859/78497859.jpg?imgsize=81605&width=700&height=525&resizemode=75,image654.png,0
ഇടുക്കിയിൽ കോൺഗ്രസ് ഹർത്താൽ പ്രഖ്യാപിച്ചു,https://www.asianetnews.com/kerala-news/congress-announced-hartal-in-idukki-fvv-ryyzpt,https://static-ai.asianetnews.com/images/01h75edthj55pz091p9x2yzqp1/5--45-_254x142xt.jpg,image1789.png,1
"30,000 അടി ഉയരത്തിൽ വച്ച് റഫാൽ വിമാനങ്ങൾ ഇന്ധനം നിറയ്ക്കുന്നു;",https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-rafale-jets-mid-air-refuelling-video-footage/articleshow/77287422.cms?story=3,https://malayalam.samayam.com/thumb/77287422/fact-check-on-rafale-jets-mid-air-refuelling-video-footage-77287422.jpg?imgsize=59119&width=700&height=525&resizemode=75,image712.png,0
ഹസ്തദാനം ചെയ‍്ത്; സൗഹ്യദം  പങ്കിട്ട് പുതുപ്പള്ളിയിലെ സ്ഥാനാർത്ഥികളായ ജെയ്കും ചാണ്ടി ഉമ്മനും,https://www.manoramanews.com/news/kerala/2023/08/21/jaikcthomas-chandyoommen-friendship-puthuppally.html,https://img.manoramanews.com/content/dam/mm/mnews/news/kerala/images/2023/8/21/friendship.jpg.image.260.136.jpg,image1349.png,1
സ്വാഹാ ... സ്വാഹാ ..,https://www.facebook.com/photo/?fbid=2060108987354227&set=pb.100000654369095.-2207520000.,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/42638811_2060108990687560_5034934116072554496_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_ohc=anFl4_7h-ksAX8U158a&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfDg1N-_3yUhIymghaS3P_tHoViNKLjwMcpRLBW5tSYRMg&oe=6509CF7E,image1159.png,0
ഒറ്റയക്ക ഇരട്ടയക്ക രീതിയില്‍ സ്കൂളുകള്‍ തുറക്കുവാന്‍ രാഹുല്‍ ഗാന്ധിയുടെ നിര്‍ദ്ദേശം,https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-rahul-gandhis-tweet-that-colleges-and-schools-reopen-from-1st-june-on-odd-or-even-day/articleshow/76090629.cms,https://malayalam.samayam.com/thumb/76090757/76090757.jpg?imgsize=67161&width=700&height=525&resizemode=75,image761.png,0
ഡോ. വന്ദനാ ദാസ് കേസ്: സിബിഐ അന്വേഷണം പ്രതി എതിർക്കുന്നത് എന്തിനെന്ന് ഹൈക്കോടതി,https://www.manoramaonline.com/news/kerala/2023/08/17/dr-vandana-das-murder-case-why-the-accused-is-opposing-cbi-investigation-asks-kerala-high-court.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/7/27/accused-g-sandeep-dr-vandana-das-1.jpg.image.396.206.jpg,image508.png,1
"1,750 രൂപ അടച്ചാൽ മുദ്രാ ലോൺ പ്രകാരം 1,00,000 രൂപയുടെ വായ്പ",https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-a-viral-letter-claims-to-grant-loan-of-1-lakh-under-the-pm-mudra-yojana-on-payment-of-1750/articleshow/101522828.cms,https://pbs.twimg.com/media/F0G4_26acAEagR4?format=png&name=small,image537.png,0
കോൺഗ്രസ് പ്രവർത്തകസമിതിയെ ഉടൻ പ്രഖ്യാപിക്കും,https://www.manoramaonline.com/news/india/2023/08/18/congress-working-committee-will-be-announced-soon.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2021/7/13/Congress-logo.jpg.image.396.206.jpg,image1473.png,1
ഇൻഫോസിസുമായി സഹകരിച്ച് 'പ്രേരണ' എന്ന എൻ.ജി.ഓ. നിർദ്ധന കുടുംബങ്ങളിലെ കുട്ടികൾക്ക് പഠനസഹായം നൽകുമെന്നറിയിച്ചു,https://www.facebook.com/IPRDFactCheckKerala/photos/a.103553891316383/158328682505570/,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/117384135_158328685838903_7652338251309897454_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_ohc=dNTdVFvel2EAX-IvSxx&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfDpqZAHoiGqc123l8CBiYPqbSrZXKjK-_Tsk8U8u2TJaA&oe=65058383,image154.png,0
"സ്പൈഡർമാൻ മതം മാറിയോ? സോഷ്യൽമീഡിയയിൽ തർക്കം......
",https://www.manoramaonline.com/fact-check/viral/2023/07/04/spiderman-tobey-maguire-religion-spreading-false-in-social-media.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/fact-check/images/2023/6/12/spider%20main%20image%20edited.jpg.image.845.440.jpg,image298.png,0
ടിടിഇക്കു നേരെ വീണ്ടും ആക്രമണം; പ്രതി പിടിയിൽ,https://www.asianetnews.com/kerala-news/another-attack-on-tte-accused-in-custody-kozhikode-fvv-rzoj8g,https://static-ai.asianetnews.com/images/01h88yxfv84kcr9td8wey83aaz/5--61-_254x142xt.jpg,image1550.png,1
"മാസപ്പടി വിവാദത്തിന് പിന്നിൽ ഗൂഢാലോചന, അപഹാസ്യമായ ആക്ഷേപം, വ്യക്തമായ രാഷ്ട്രീയ ലക്ഷ്യം ഉണ്ടെന്ന് എംഎ ബേബി",https://www.asianetnews.com/kerala-news/mababy-flays-allegation-against-veena-vijayan-rzf9ub,https://static-ai.asianetnews.com/images/01h7w2vfw95tp0nhvb5ah2z6mf/collage-maker-15-aug-2023-01-21-pm-6957_254x142xt.jpg,image1666.png,1
കേന്ദ്രസര്‍ക്കാര്‍ രാജ്യത്തെ വിദ്യാര്‍ത്ഥികള്‍ക്ക് സൗജന്യമായി ലാപ്‌ടോപ് നല്‍കുന്നു,https://factcheck.kerala.gov.in/175/Fake-sms-about-free-laptop.html,https://factcheck.kerala.gov.in/newsimages/2/r_1679303873.jpg,image147.png,0
"കെഎസ്ആര്‍ടിസിയില്‍ ഓണത്തിന് മുൻപ് ശമ്പളം മുഴുവൻ നൽകണം,ആരെയും വിശന്നിരിക്കാൻ അനുവദിക്കില്ലെന്ന് ഹൈക്കോടതി",https://www.asianetnews.com/,https://static-ai.asianetnews.com/images/01h57mxd25t47zawtyk1t3gqhy/collage-maker-13-jul-2023-06-20-pm-4899_573x321xt.jpg,image73.png,1
പ്ലസ് ടു ഫലം റദ്ദാക്കി എന്ന് വ്യാജവാർത്ത: ബിജെപി പഞ്ചായത്തംഗം അറസ്റ്റിൽ,https://malayalam.news18.com/news/crime/bjp-panchayat-ward-member-arrested-for-posting-fake-news-related-to-plus-two-results-rv-605122.html,"https://images.news18.com/malayalam/uploads/2023/05/bjp-ward-member-arrest-plus-two-result--16853411233x2.jpg?im=Resize,width=540,aspect=fit,type=normal",image336.png,0
മനുഷ്യനെ കൊല്ലുന്ന പുഴു; കടികിട്ടിയാൽ ഉടൻ മരണം'; കാറ്റർപില്ലർ ശരിക്കും ആളെ കൊല്ലുമോ?,https://malayalam.samayam.com/latest-news/fact-check/fake-news-about-limacodidae/articleshow/94743134.cms,https://malayalam.samayam.com/thumb/94743222/catterpiller-94743222.jpg?imgsize=48432&width=700&height=525&resizemode=75,image548.png,0
എല്ലാ ആധാര്‍ ഇടപാടുകള്‍ക്കും 20 രൂപ,https://malayalam.samayam.com/latest-news/fact-check/who-all-have-to-pay-20-rupees-for-aadhar-authentication/articleshow/68394859.cms,https://malayalam.samayam.com/thumb/68394880/aadhar-68394880.jpg?imgsize=16132&width=700&height=525&resizemode=75,image819.png,0
കള്ളവോട്ട് ചെയ്യാൻ രൂപപ്പെടുത്തിയതെന്ന പേരിൽ കൃത്രിമ വിരലുകളുടെ ചിത്രങ്ങള്‍,https://malayalam.samayam.com/latest-news/fact-check/fake-alert-pictures-of-prosthetic-fingers-being-shared-on-social-media-are-not-for-malpractice-in-election/articleshow/68904572.cms,https://malayalam.samayam.com/thumb/68904618/master-64-68904618.jpg?imgsize=466197&width=700&height=525&resizemode=75,image826.png,0
